-0.008061058	0.03947489	-0.054916836	0.034332078	-0.017690556	-0.050372463	0.0684334	-0.12209173	0.018970486	-0.025003452	-0.08973658	-0.039857246	0.030406386	0.025131393	-0.053050674	0.13831276
-0.022551302	0.02669141	-0.017548487	-0.027041746	-0.014424183	-0.020485666	0.06375124	-0.09034903	-0.018649237	0.08368682	-0.0013512704	-0.04848322	0.09818506	0.024512278	0.0015700994	0.0016738778
-0.06045079	-0.023833206	0.015839715	-0.075033315	0.025359271	-0.036167	-0.053136088	-0.07884497	-0.02707668	0.0092492625	-0.010150998	-0.061356813	0.06590626	0.08355542	0.030067105	0.0963875
-0.07345136	0.028929047	-0.029694641	-0.056078736	-0.008707159	-0.05282225	-0.015139095	-0.0059754895	-0.020972187	0.015387072	-0.073946506	-0.08172469	0.015652336	-0.021482514	0.039672952	0.08966028
-0.06656438	0.036494803	-0.11706781	0.028266467	-0.030939756	-0.0062339595	0.12329736	-0.004216872	-0.03077921	0.10244051	-0.10772924	-0.01850826	-0.031646762	0.048061207	0.045656368	0.10708684
-0.08876607	0.10826946	0.029243378	-0.016386833	-0.030039972	0.11038795	-0.05389656	-0.1057767	-0.0739893	0.045015585	0.05552124	-0.0023751745	-0.0017164465	0.04900237	-0.019457297	0.13301551
0.009753927	0.06300148	0.05387337	0.026839072	-0.028143197	-0.13437341	0.1290108	-0.0053791623	0.003301002	-0.008772107	-0.03464107	-0.15671875	0.0068821553	0.022590071	-0.017566813	0.04207325
-0.12391404	-0.008816706	-0.037842933	0.055057306	-0.1068442	0.0077772117	-0.0039858017	-0.048671838	-0.0058181905	0.06974508	-0.009740391	-0.06267436	-0.03495809	0.048174527	-0.004993591	0.023827212
-0.02750522	0.06752562	-0.029046759	0.028245326	0.05654368	-0.046783883	0.15133804	-0.058008686	-0.05415513	0.064179994	0.015451528	-0.023454133	0.043278545	0.06517517	-0.06428706	0.02415775
-0.0693978	-0.045711078	0.02886146	-0.008674299	0.03918143	-0.031241022	0.087460205	0.020267779	-0.019565493	-0.073359855	0.006561086	-0.07140722	0.0070196097	0.04356798	0.035736106	-0.0693541
-0.08845134	-0.007559624	-0.006714341	-0.049594272	0.01639802	-6.49173e-05	-0.032844532	0.0071839704	0.02034143	-0.012990248	0.005103869	-0.064877935	0.13186347	0.07513034	-0.035210837	0.024653336
0.008811746	0.041816235	-0.036621235	-0.005509042	0.0559113	0.008034259	0.099780306	-0.085412405	-0.12865354	0.14188564	0.040676914	-0.07006376	-0.031012405	0.0697553	-0.0536153	0.007857644
0.03547106	-0.007608259	-0.06979044	-0.0035348579	0.084567405	-0.009063907	0.13445109	-0.012613574	-0.036307044	0.009643646	-0.006989896	-0.025009654	0.036618587	-0.037941296	0.0032611077	-0.014173867
-0.035853542	-0.024029361	0.043063473	0.0867351	0.12522452	0.07898997	-0.06595937	-0.14530252	0.048939727	0.08962141	-0.17801325	-0.0003024739	0.13117856	0.08860104	-0.08282673	-0.09826684
-0.06573725	0.025893057	-0.09753863	-0.1025692	-0.12861879	-0.030629998	0.015181182	0.002373719	0.03713558	0.081837505	0.008499386	0.01949397	0.062075734	0.0085596265	0.020034514	0.017284287
-0.026674345	-0.06760834	-0.08672041	0.07564352	0.15945545	0.011537641	0.13176166	-0.020880569	-0.096338674	0.037399977	-0.044698734	0.099579334	0.14310528	-0.0038364779	-0.013302777	-0.011448628
-0.045036264	-0.108821675	0.01639688	-0.013688605	0.023113564	-0.06524817	0.026123723	-0.03648659	-0.049713947	0.020785762	-0.106542766	-0.10086894	-0.0050804135	-0.038983632	-0.11305043	0.01533801
-0.075497866	0.10586078	-0.037323534	-0.034404427	-0.025050666	-0.106786914	0.0378529	-0.00558336	0.060665052	-0.032304794	0.057862833	0.06147086	0.11313812	0.033822782	0.046274133	0.036190774
0.08076464	-0.06894271	0.031866282	-0.018457204	-0.07079328	-0.009504461	0.07077237	-0.15186797	0.052294493	0.003288664	-0.11599418	0.037434172	0.08680714	0.011662358	-0.029277863	-0.018923832
